Num; xash;
532; 0;
533; 0;
534; 0;
535; 0;
536; 0;
537; 0;
538; 0;
539; 0;
540; 0;
541; 0;
542; 0;
543; 0;
544; 0;
545; 0;
546; 0;
547; 0;
548; 0;
549; 0;
550; 0;
551; 0;
552; 0;
553; 0;
554; 0;
555; 0;
556; 0;
557; 0;
558; 0;
559; 0;
560; 0;
561; 0;
562; 0;
563; 0;
564; 0;
565; 0;
566; 0;
567; 0;
568; 0;
569; 0;
570; 0;
571; 0;
572; 0;
573; 0;
574; 0;
575; 0;
576; 0;
577; 0;
578; 0;
579; 0;
580; 0;
581; 0;
582; 0;
583; 0;
584; 0;
585; 0;
586; 0;
587; 0;
588; 0;
589; 0;
590; 0;
591; 0;
592; 0;
593; 0;
594; 0;
595; 0;
596; 0;
597; 0;
598; 0;
599; 0;
600; 0;
601; 0;
602; 0;
603; 0;
604; 0;
605; 0;
606; 0;
607; 0;
608; 0;
609; 0;
610; 0;
611; 0;
612; 0;
613; 0;
614; 0;
615; 0;
616; 0;
617; 0;
618; 0;
619; 0;
620; 0;
621; 0;
622; 0;
623; 0;
624; 0;
625; 0;
626; 0;
627; 0;
628; 0;
629; 0;
630; 0;
631; 0;
632; 0;
633; 0;
634; 0;
635; 0;
636; 0;
637; 0;
638; 0;
639; 0;
640; 0;
641; 0;
642; 0;
643; 0;
644; 0;
645; 0;
646; 0;
647; 0;
648; 0;
649; 0;
650; 0;
651; 0;
652; 0;
653; 0;
654; 0;
655; 0;
656; 0;
657; 0;
658; 0;
659; 0;
660; 0;
661; 0;
662; 0;
663; 0;
664; 0;
665; 0;
666; 0;
667; 0;
668; 0;
669; 0;
670; 0;
671; 0;
672; 0;
673; 0;
674; 0;
675; 0;
676; 0;
677; 0;
678; 0;
679; 0;
680; 0;
681; 0;
682; 0;
683; 0;
684; 0;
685; 0;
686; 0;
687; 0;
688; 0;
689; 0;
690; 0;
691; 0;
692; 0;
693; 0;
694; 0;
695; 0;
696; 0;
697; 0;
698; 0;
699; 0;
700; 0;
701; 0;
702; 0;
703; 0;
704; 0;
705; 0;
706; 0;
707; 0;
708; 0;
709; 0;
710; 0;
711; 0;
712; 0;
713; 0;
714; 0;
715; 0;
716; 0;
717; 0;
718; 0;
719; 0;
720; 0;
721; 0;
722; 0;
723; 0;
724; 0;
725; 0;
726; 0;
727; 0;
728; 0;
729; 0;
730; 0;
731; 0;
732; 0;
733; 0;
734; 0;
735; 0;
736; 0;
737; 0;
738; 0;
739; 0;
740; 0;
741; 0;
742; 0;
743; 0;
744; 0;
745; 0;
746; 0;
747; 0;
748; 0;
749; 0;
750; 0;
751; 0;
752; 0;
753; 0;
